Player,ShotsorSaves,ShotsorSavesAgainstOpponent,ShotsorSavesinMarch,ShotsorSavesatHome
Jonathan Toews,2.53490566037736,2.75,2.55491329479769,2.63857677902622
Reese Johnson,0.784090909090909,0,0.697674418604651,1
Alex Stalock,24.8,23.9230769230769,22.6,23.7869822485207
Tyler Johnson,1.88888888888889,2.04885496183206,2.11111111111111,2.0030487804878
Jarred Tinordi,0.701388888888889,0.4,0.746268656716418,0.710526315789474
Petr Mrazek,24.9322033898305,25.1529051987768,21.6363636363636,24.2547770700637
Colin Blackwell,1.25274725274725,1.20418848167539,1.46153846153846,1.25
Connor Murphy,0.75,1.41758241758242,2,1.56603773584906
Jujhar Khaira,0.96,1.04968944099379,1.1358024691358,1.125
Andreas Athanasiou,1.6,2.19187358916479,2.1685393258427,2.10502283105023
Buddy Robinson,1.14285714285714,1.09259259259259,1.09090909090909,1.5
Jason Dickinson,0.888888888888889,1.2231884057971,1.27840909090909,1.25423728813559
Seth Jones,1.94736842105263,2.19747899159664,2.05882352941176,2.37396121883657
Andreas Englund,0.554054054054054,0,0.375,0.513513513513514
Anders Bjork,0.981481481481482,0.6,1.08108108108108,1.11764705882353
Caleb Jones,0.333333333333333,1.02487562189055,1.03960396039604,0.806451612903226
Austin Wagner,0.333333333333333,1.50877192982456,1.35632183908046,1.32
Joey Anderson,2.49394673123487,2.45945945945946,2.5,2.4031007751938
Boris Katchouk,0.891089108910891,1,0.94,1.33333333333333
Taylor Raddysh,1.48571428571429,2,1.54285714285714,1.33333333333333
Nikita Zaitsev,0.666666666666667,1.02552204176334,1.02325581395349,1.14864864864865
MacKenzie Entwistle,0.684684684684685,0.5,0.647058823529412,0.728813559322034
Ian Mitchell,0.635135135135135,0,0.416666666666667,0.676470588235294
Cole Guttman,1.85714285714286,2.4,'NULL',1.5
Philipp Kurashev,0,1.41935483870968,1.57731958762887,1.16666666666667
Lukas Reichel,1.52380952380952,'NULL',1.5,1.6875
Mike Hardman,0.586206896551724,0.666666666666667,'NULL',
Zach Werenski,2.61057692307692,3.22222222222222,2.67298578199052,2.32051282051282
Jake Bean,1.296,2.5,1.14492753623188,1.52
Justin Danforth,1.6078431372549,1.61538461538462,1,1.54166666666667
Michael Hutchinson,20.8148148148148,29,22.8709677419355,23.6142857142857
Erik Gudbranson,0.941176470588235,1.33900709219858,1.41142857142857,1.40909090909091
Johnny Gaudreau,2.58715596330275,2.6781954887218,2.51612903225806,2.69642857142857
Sean Kuraly,1.64778325123153,1.65957446808511,1.67156862745098,1.375
Boone Jenner,2.48522550544323,2.26666666666667,2.58841463414634,2.13888888888889
Elvis Merzlikins,27.5,27.7391304347826,27.5637583892617,27.5616438356164
Jack Roslovic,1.46091644204852,1.56914893617021,1.54545454545455,1.375
Lane Pederson,0.951612903225806,1.6,0.833333333333333,1.125
Patrik Laine,3.01724137931034,2.90371991247265,2.72727272727273,2.7625
Andrew Peeke,0.949438202247191,1.33333333333333,1.04494382022472,1
Mathieu Olivier,0.962962962962963,1,1.01851851851852,0.842105263157895
Gavin Bayreuther,0.5,1.18095238095238,0.333333333333333,1.07843137254902
Daniil Tarasov,'NULL',1,0.666666666666667,
Emil Bemstrom,1.61935483870968,1.78571428571429,1.46428571428571,1
Eric Robinson,0.972222222222222,1.44081632653061,1.83333333333333,1.38709677419355
Liam Foudy,'NULL',1.18055555555556,1.6,1.25
Adam Boqvist,1.16216216216216,1.2125,1,1.125
Kirill Marchenko,0,1.95238095238095,2,1.5
Tim Berni,0,1.04761904761905,0.736842105263158,0.75
Kent Johnson,0,1.32394366197183,1.23684210526316,1.25
Cole Sillinger,1.68840579710145,2,1.79166666666667,1.33333333333333
Nick Blankenburg,0.75,1.47222222222222,1.31578947368421,1
Brendan Gallagher,3.5,3.09653092006033,3.16814159292035,3.06948640483384
Sean Monahan,2.14285714285714,2.30543318649046,2.38888888888889,2.18803418803419
Jake Evans,0.257294429708223,'No Data',0.227722772277228,0.219839142091153
Cole Caufield,3.4,3.11290322580645,2.93333333333333,3.05691056910569
Arber Xhekaj,1.47058823529412,2,'No Data',1.52
Juraj Slafkovsky,0,1.07692307692308,0.652173913043478,'No Data'
Jake Allen,26.54,25.2474489795918,26.1111111111111,26.7424242424242
Mike Hoffman,0,1,'No Data',
Chris Wideman,0.75,1.29537366548043,1.28682170542636,1.10416666666667
David Savard,1.40302613480055,1.60629921259843,1.46666666666667,1.36211699164345
Alex Belzile,1.23529411764706,'No Data',1.14285714285714,1.1875
Joel Edmundson,1.43722943722944,1.34666666666667,1.71428571428571,1.45258620689655
Joel Armia,1.88452655889146,1.84146341463415,1.76851851851852,1.26666666666667
Mike Matheson,1.97333333333333,2.14117647058824,2.02777777777778,1.25
Chris Tierney,1.20926243567753,1.25490196078431,1.17073170731707,1.23529411764706
Josh Anderson,2.42394014962594,2.45945945945946,2.96875,2.4031007751938
Jonathan Drouin,1.87473460721868,2.05555555555556,1.81526104417671,1.54320987654321
Christian Dvorak,1.58293838862559,1.4811320754717,1.2,1.77922077922078
Anthony Richard,0.916666666666667,'No Data',1.16666666666667,1
Sam Montembeault,26.6630434782609,18.5,28.6666666666667,22.9047619047619
Denis Gurianov,1.97358490566038,2.6,2.19512195121951,1.82170542635659
Rem Pitlick,0.910714285714286,'No Data',1.11111111111111,1
Michael Pezzetta,0.764705882352941,1.01010101010101,1,
Nick Suzuki,1.94852941176471,2.03623188405797,2.75,2.26315789473684
Johnathan Kovacevic,1.14285714285714,1.15151515151515,1.42424242424242,1
Jordan Harris,0.25,1.02857142857143,2.5,0.914285714285714
Jesse Ylonen,0.9,1.14634146341463,4,0.761904761904762
Rafael Harvey-Pinard,1.66666666666667,2.42857142857143,'No Data',1.41666666666667
Kirby Dach,1.66019417475728,2,1.23809523809524,1.68316831683168
Kaiden Guhle,1.0952380952381,1.4,1.5,1.1304347826087
Justin Barron,1.11111111111111,1.19354838709677,'No Data',1.5
Oliver Ekman-Larsson,2.28348214285714,2.29333333333333,2.2039911308204,2.60606060606061
Tanner Pearson,1.9,2.03389830508475,2,2.04983388704319
Tucker Poolman,0.923076923076923,1.17177914110429,1.15277777777778,1
Travis Dermott,0.875,1.09677419354839,0.837209302325581,1.14893617021277
Ethan Bear,1.43333333333333,1.41101694915254,2,1.375
Ilya Mikheyev,2.27659574468085,2.30729166666667,2.82142857142857,4.5
Justin Dowling,0.948979591836735,0,0.782608695652174,0.666666666666667
Spencer Martin,0,24.6315789473684,26.6578947368421,
Jack Rathbone,1.47826086956522,1.28571428571429,'NULL',
Tyler Myers,1.66075388026608,1.67472527472527,1.72413793103448,1.61146496815287
J.T. Miller,1.93295292439372,2.02380952380952,1.9943661971831,1.6875
Phillip Di Giuseppe,1.60280373831776,2.25,1.67289719626168,1.61111111111111
Kyle Burroughs,0.923076923076923,0,0.6,0.944444444444444
Thatcher Demko,28.5060240963855,28.6025641025641,29.8918918918919,30.5
Dakota Joshua,0.913461538461539,0,0.959183673469388,0.888888888888889
Brock Boeser,2.73228346456693,2.5,2.43396226415094,2.72020725388601
Noah Juulsen,1.19047619047619,1.078125,0.857142857142857,1
Anthony Beauvillier,1.97885835095137,2.19767441860465,2.08264462809917,1.91666666666667
Guillaume Brisebois,0.761904761904762,1,0.615384615384615,0.727272727272727
Christian Wolanin,0,1.075,0.921052631578947,1.11764705882353
Conor Garland,2.38666666666667,2.45245901639344,2.375,2.11627906976744
Filip Hronek,1.85901639344262,2.14285714285714,1.82352941176471,1.5
Elias Pettersson,2.49675324675325,2.77777777777778,2.47058823529412,2.05263157894737
Jack Studnicka,0,1.43243243243243,1.16666666666667,1.36842105263158
Sheldon Dries,0.777777777777778,1.26666666666667,1.53571428571429,1
Collin Delia,27,33,27.1914893617021,25.35
Quinn Hughes,1.85714285714286,2.14285714285714,1.8955223880597,1.41025641025641
Vitali Kravtsov,0.333333333333333,1.07407407407407,0.909090909090909,1.6
Vasily Podkolzin,1.35135135135135,1.41071428571429,1.21052631578947,1.5
Nils Aman,0.784313725490196,0,0.923076923076923,1.2
Andrei Kuzmenko,1.859375,2,1.93939393939394,
Carl Hagelin,1.55555555555556,2.00420757363254,2.2,1.96866096866097
John Carlson,2.34896401308615,2.61702127659574,2.1301775147929,2.3644251626898
Alex Ovechkin,4.75780089153046,4.72979041916168,4.71428571428571,4.64830508474576
T.J. Oshie,1.88888888888889,2.05690200210748,2.12637362637363,1.99171842650104
Nicklas Backstrom,24.6923076923077,25.2227602905569,26.8376963350785,25.75
Craig Smith,2.47255369928401,2.14814814814815,2.47101449275362,2.53681710213777
Darcy Kuemper,24.6666666666667,26.1188405797101,26.6833333333333,26.5635359116022
Nick Jensen,1.45161290322581,2,1.53333333333333,1.72727272727273
Nic Dowd,1.03537735849057,1.07272727272727,1.15277777777778,1.4
Matt Irwin,1.57777777777778,1.68131868131868,1.5045871559633,1.36363636363636
Evgeny Kuznetsov,2.15384615384615,2.18947368421053,2.27272727272727,2.0990990990991
Tom Wilson,1.5218045112782,1.52522255192878,1.44067796610169,1.33333333333333
Anthony Mantha,2.48863636363636,2.43689320388349,2.83333333333333,2.41981132075472
Conor Sheary,1.82945736434109,1.76653696498055,1.53571428571429,1.91578947368421
Trevor van Riemsdyk,1.21032504780115,1.16666666666667,1.3625,1.30434782608696
Sonny Milano,1.30278884462151,1.27868852459016,1.35714285714286,1
Dylan Strome,1.65555555555556,1.75516224188791,2.16666666666667,1.98039215686275
Gabriel Carlsson,0.756410256410256,0.5,0.545454545454545,0.970588235294118
Charlie Lindgren,0,25.8727272727273,26.1379310344828,29.8333333333333
Martin Fehervary,0.75,1.27737226277372,1.2463768115942,1.46666666666667
Alexander Alexeyev,0.666666666666667,0,0.833333333333333,1
Rasmus Sandin,0.965277777777778,1.16666666666667,0.838235294117647,0.909090909090909
Joe Snively,1.7,2,'NULL',1.9
Jakub Voracek,2.6351606805293,1.96428571428571,2.37901701323251,2.34065934065934
Zack Kassian,1.2112462006079,1.2106824925816,1.02702702702703,1.125
Patrik Nemeth,0.969450101832994,1.28571428571429,0.932692307692308,1.09166666666667
Travis Boyd,0.928301886792453,0.692307692307692,0.622222222222222,0.962121212121212
Brett Ritchie,1.62169312169312,1.57142857142857,1.88888888888889,1.25
Liam O'Brien,0.779816513761468,0.8,0.866666666666667,1
Josh Brown,0.8,0.25,0.798319327731092,1.02631578947368
Laurent Dauphin,1.25,1.44736842105263,1.04545454545455,1
Nick Schmaltz,1.61835748792271,1.64705882352941,1.82352941176471,1.5625
Christian Fischer,1.54046997389034,1.46666666666667,1.45833333333333,1.64285714285714
Lawson Crouse,0.9375,1.62009803921569,1.76811594202899,1.70792079207921
Karel Vejmelka,34.0769230769231,29.71875,30.4,30.1063829787234
Connor Ingram,0,32.8,37.6666666666667,31.5925925925926
Clayton Keller,1.6875,2.48946135831382,2.19178082191781,2.68269230769231
Juuso Valimaki,0,1.22758620689655,1.2,1.265625
Barrett Hayton,1.63975155279503,1.6125,1.73913043478261,1.16666666666667
Jack McBain,0.111111111111111,0.166666666666667,'NULL',
Ivan Prosvetov,24.5714285714286,0,39,31
Victor Soderstrom,1.02857142857143,1.85714285714286,1,1.16666666666667
Matias Maccelli,0.833333333333333,1,0.571428571428571,0.838709677419355
Connor Mackey,0.791666666666667,0.6,0.785714285714286,'NULL'
Jonathan Bernier,26.3366336633663,27.0657894736842,'No Data',31.5714285714286
Mackenzie Blackwood,27.1020408163265,28.1,'No Data',31
Brendan Smith,1.21311475409836,'No Data',1.66666666666667,
Tomas Tatar,1.95348837209302,2.09647979139505,2.125,'No Data'
Erik Haula,1.72166666666667,1.73214285714286,'No Data',1.52173913043478
Ondrej Palat,1.8821752265861,'No Data',1.9469696969697,
Dougie Hamilton,2.84897959183673,2.62068965517241,2.64963503649635,'No Data'
Damon Severson,1.51785714285714,1.62282091917591,'No Data',1.57894736842105
Miles Wood,2.19181585677749,2.125,2.03333333333333,'No Data'
Ryan Graves,0.8,1.68292682926829,'No Data',1.5
Curtis Lazar,1.10913140311804,'No Data',1.17721518987342,1.05555555555556
Vitek Vanecek,24.1818181818182,25.8095238095238,'No Data',22.5
Jonas Siegenthaler,0.9625,1.16666666666667,'No Data',1.07692307692308
Timo Meier,3,3.28728070175439,'No Data',3.12
John Marino,1.10504201680672,'No Data',1.8,1
Jesper Bratt,1.98214285714286,2.0402144772118,2.125,'No Data'
Nathan Bastian,1.35220125786164,3,'No Data',1.65625
Michael McLeod,0.5,1.06140350877193,'No Data',1.07547169811321
Nico Hischier,1.63636363636364,2.37808219178082,2.27272727272727,'No Data'
Jesper Boqvist,0.333333333333333,1.13714285714286,'No Data',1.04
Kevin Bahl,0.673076923076923,0.285714285714286,'No Data',
Akira Schmid,0,19.75,19.45,'No Data'
Yegor Sharangovich,2.72727272727273,2.0261780104712,3,'No Data'
Dawson Mercer,1.93243243243243,2,2.76190476190476,'No Data'
Michael Stone,1.68478260869565,1.58545454545455,1.50359712230216,1
Trevor Lewis,1.75632183908046,1.70581527936146,1.53061224489796,1.61494252873563
Milan Lucic,1.54137931034483,1.52702702702703,1.82857142857143,1.50684931506849
Mikael Backlund,2.40985442329227,2.33333333333333,2.52147239263804,2.37694013303769
Nazem Kadri,2.61124694376528,2.69975186104218,2.89285714285714,2.74820143884892
Chris Tanev,0.826516220028209,0.9,0.777464788732394,0.8515625
Tyler Toffoli,2.71309192200557,2.73955431754875,3.02857142857143,2.58333333333333
Blake Coleman,1.90697674418605,2.40311804008909,3,2.5067264573991
Jonathan Huberdeau,2.28571428571429,2,2.04972375690608,2.52142857142857
MacKenzie Weegar,1.68062827225131,1.7258064516129,1.7887323943662,1.57142857142857
Elias Lindholm,1.92481203007519,2.16758241758242,2.61904761904762,2.08241758241758
Nikita Zadorov,1.18115942028986,1.19926199261993,1.41176470588235,1.37037037037037
Nick Ritchie,1.8452380952381,1.72435897435897,1.76763485477178,1.8
Andrew Mangiapane,1.51785714285714,1.85321100917431,1.89570552147239,1.83333333333333
Noah Hanifin,1.82332761578045,1.83,1.79522184300341,1.83333333333333
Rasmus Andersson,1.74033149171271,2.2,1.53225806451613,1.79558011049724
Dan Vladar,25.9090909090909,27.6666666666667,14.5,23.8076923076923
Dennis Gilbert,0.558139534883721,0,0.333333333333333,0.645161290322581
Dillon Dube,1.59550561797753,1.43382352941176,1.875,1.81081081081081
Troy Stecher,1.36705882352941,1.51351351351351,1.44594594594595,1.46666666666667
Adam Ruzicka,1.31944444444444,1.35897435897436,1.33333333333333,1
Jakob Pelletier,1,2,2.33333333333333,1.8
Walker Duehr,1.375,4,1,1.25
Cam Atkinson,2.99714285714286,3,'No Data',2.81208053691275
Ryan Ellis,1.8886925795053,'No Data',1.57142857142857,1.87037037037037
Sean Couturier,1.85714285714286,2.1872399445215,2.09558823529412,'No Data'
Travis Konecny,2.33333333333333,2.11111111111111,'No Data',2.2875
Justin Braun,1.30059880239521,'No Data',1.16666666666667,1.36196319018405
James van Riemsdyk,2.67424242424242,2,'No Data',2.67307692307692
Nicolas Deslauriers,1.19607843137255,1.06468531468531,'No Data',1.47368421052632
Kevin Hayes,1.8859649122807,2.13106796116505,2,'No Data'
Nick Seeler,0.90521327014218,0.583333333333333,0.166666666666667,'No Data'
Scott Laughton,1.59840954274354,'No Data',1.63888888888889,1
Rasmus Ristolainen,1.92353823088456,2.1875,'No Data',1.22222222222222
Travis Sanheim,1.535,'No Data',1.875,1.38805970149254
Brendan Lemieux,0.8,1.15444015444015,'No Data',1.40540540540541
Felix Sandstrom,0,26.7058823529412,'No Data',28
Ivan Provorov,1.44444444444444,2.05426356589147,2.31034482758621,'No Data'
Wade Allison,1.51666666666667,2,'No Data',
Kieffer Bellows,1.55681818181818,2,'No Data',1.3125
Carter Hart,26.5515463917526,27.3529411764706,'No Data',37
Tanner Laczynski,0.793103448275862,0.75,'No Data',
Owen Tippett,1.5,2.30113636363636,3.125,'No Data'
Morgan Frost,1.66197183098592,1.4,'No Data',1.5
Noah Cates,0,1.25609756097561,'No Data',1.66666666666667
Joel Farabee,1.83474576271186,'No Data',1.82051282051282,1.75
Samuel Ersson,0,'No Data',23.9,
Cam York,0.873239436619718,0,'No Data',0.75
Tyson Foerster,1,'No Data',,
Mark Stone,'NULL',2.16095890410959,2,2.04878048780488
Laurent Brossoit,24.2752293577982,26,19.1818181818182,'NULL'
Nolan Patrick,'NULL',1.46396396396396,1.38461538461538,
Logan Thompson,0,25.4,27.1607142857143,'NULL'
Jonathan Quick,24.5040214477212,27.9444444444444,'NULL',23.5066666666667
Phil Kessel,3.01923076923077,2.98290598290598,3.00944138473643,'NULL'
Alec Martinez,'NULL',1.4392523364486,1.57142857142857,1.375
Alex Pietrangelo,'NULL',2.44076840981857,2.77777777777778,2.6
Brayden McNabb,'NULL',1.07153965785381,1.1505376344086,1.11111111111111
Reilly Smith,'NULL',1.8,2.13147410358566,1.96
William Karlsson,'NULL',1.84333333333333,2.05555555555556,1.90654205607477
Chandler Stephenson,0.25,0,'NULL',
Teddy Blueger,'NULL',1.34765625,1.14893617021277,1.5625
Ben Hutton,1.64383561643836,1.61220043572985,1.9,'NULL'
Shea Theodore,'NULL',2.57918552036199,3.44444444444444,2.68831168831169
William Carrier,1.67441860465116,1.57486631016043,1.5,'NULL'
Ivan Barbashev,0.909090909090909,1.10047846889952,1.5,'NULL'
Michael Amadio,0.6,1.18085106382979,0.878048780487805,'NULL'
Jack Eichel,3.65432098765432,3.55507559395248,4,'NULL'
Keegan Kolesar,0,1.05376344086022,0.972972972972973,'NULL'
Nicolas Roy,0.75,1.46082949308756,1.42857142857143,'NULL'
Adin Hill,24.2673267326733,28.3333333333333,22,'NULL'
Brett Howden,0.928301886792453,0.692307692307692,0.681818181818182,'NULL'
Nicolas Hague,'NULL',1.59134615384615,1.96969696969697,1.75
Jiri Patera,0,30,'NULL',
Zach Whitecloud,0.952380952380952,1.16184971098266,1.33333333333333,'NULL'
Paul Cotter,0.857142857142857,1.4,2,'NULL'
Pavel Dorofeyev,'NULL',1.66666666666667,4,
Max Pacioretty,3.10714285714286,3.3719298245614,3.53427895981087,3.59259259259259
Ondrej Kase,1.7,2.26356589147287,2.14285714285714,2.30232558139535
Brent Burns,2.7629179331307,3.66666666666667,2.84036144578313,2.575
Paul Stastny,1.95652173913043,2.04049295774648,2,2.02982456140351
Jordan Staal,2.030276816609,2.53846153846154,2.02941176470588,2.05442176870748
Derek Stepan,1.72727272727273,2.26971428571429,2.22147651006711,2.3587962962963
Calvin de Haan,1.37347294938918,1.23655913978495,1.07142857142857,1.44827586206897
Jesper Fast,0.538461538461538,1.02936378466558,1.09210526315789,0.961538461538462
Frederik Andersen,26.9300411522634,25.04,26.8955223880597,26.3529411764706
Stefan Noesen,1.62081784386617,1.66037735849057,1,1.7007299270073
Brady Skjei,1.97683397683398,1.916015625,1.6,1.94252873563218
Teuvo Teravainen,2.41580756013746,2.25961538461538,2.2065404475043,2.05882352941176
Shayne Gostisbehere,2.27027027027027,1.66666666666667,2.28214971209213,2.54347826086957
Jordan Martinook,1.47047970479705,1.55471698113208,1.31958762886598,1.57142857142857
Jaccob Slavin,1.7636684303351,2,1.73214285714286,1.76923076923077
Antti Raanta,24.7751004016064,17.2857142857143,26.75,25.4758064516129
Brett Pesce,1.55,1.59574468085106,1.65454545454545,1
Sebastian Aho,2.67777777777778,2.81113320079523,2.72727272727273,2.78486055776892
