Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition, Average of Conditions
Anton Forsberg, 26.607692307692307, 44.25, 27.181818181818183, 26.349206349206348, 31.09717920967921
Josh Norris, 2.1954887218045114, 3.25, 2.111111111111111, 2.3181818181818183, 2.4686954127743603
Claude Giroux, 2.599450045829514, 2.977272727272727, 2.6826923076923075, 2.7012750455373404, 2.740172531582972
Derick Brassard, 1.9119683481701286, 2.2857142857142856, 1.8324324324324324, 2.021276595744681, 2.0128479155153816
Nick Holden, 1.186046511627907, 1.35, 1.2307692307692308, 1.2469135802469136, 1.253432330661013
Travis Hamonic, 1.7964601769911503, 1.0869565217391304, 1.8414634146341464, 1.8693467336683418, 1.648556711758192
Cam Talbot, 26.794392523364486, 30.75, 27.9875, 26.401826484018265, 27.98342975184569
Austin Watson, 1.1743697478991597, 1.3571428571428572, 1.0657894736842106, 1.1861471861471862, 1.1958623162183533
Thomas Chabot, 2.431578947368421, 2.2857142857142856, 2.1384615384615384, 2.6825396825396823, 2.3845736135209816
Mathieu Joseph, 1.1756272401433692, 1.3333333333333333, 0.8333333333333334, 1.15, 1.123073476702509
Julien Gauthier, 1.1266666666666667, 0.6, 1.121212121212121, 1.103896103896104, 0.9879437229437229
Alex DeBrincat, 2.8820861678004537, 2.764705882352941, 2.8026315789473686, 2.954337899543379, 2.8509403821610357
Jakob Chychrun, 2.3766233766233764, 2.1, 2.32, 2.2916666666666665, 2.2720725108225106
Dylan Gambrell, 0.8672566371681416, 0.8333333333333334, 1.0196078431372548, 0.8807339449541285, 0.9002329396482146
Erik Brannstrom, 1.2651933701657458, 1.3333333333333333, 1.4375, 1.3932584269662922, 1.3573212826163428
Drake Batherson, 2.2660550458715596, 3.0, 2.7857142857142856, 2.3893805309734515, 2.610287465639824
Dylan Ferguson, 26.333333333333332, 0, 39.0, 0, 16.333333333333332
Mark Kastelic, 1.0, 2.0, 0.9, 1.135135135135135, 1.2587837837837839
Parker Kelly, 1.1134020618556701, 0.6666666666666666, 1.4, 1.1153846153846154, 1.073863335976738
Brady Tkachuk, 3.68, 3.5454545454545454, 3.966666666666667, 3.702857142857143, 3.7237445887445886
Mads Sogaard, 24.75, 0, 25.875, 23.22222222222222, 18.461805555555557
Shane Pinto, 1.6777777777777778, 1.0, 2.1538461538461537, 1.8444444444444446, 1.6690170940170943
Ridly Greig, 1.3125, 0, 1.2, 2.0, 1.128125
Jake Sanderson, 1.5441176470588236, 3.0, 1.3076923076923077, 1.393939393939394, 1.8114373371726313
Artem Zub, 0.9418604651162791, 1.25, 0.8048780487804879, 0.9418604651162791, 0.9846497447532614
Craig Anderson, 27.98870056497175, 0, 28.269565217391303, 27.096866096866098, 20.838782969807287
Kyle Okposo, 2.299794661190965, 0, 2.1021505376344085, 2.36105476673428, 1.6907499913899133
Jeff Skinner, 3.183297180043384, 0, 3.3351648351648353, 3.2764578833693303, 2.4487299746443876
Zemgus Girgensons, 1.48130081300813, 0, 1.2771084337349397, 1.5533980582524272, 1.0779518262488743
Vinnie Hinostroza, 1.7083333333333333, 0, 1.9811320754716981, 1.7526881720430108, 1.3605383952120105
Eric Comrie, 26.543478260869566, 0, 30.875, 24.68421052631579, 20.52567219679634
Alex Tuch, 2.4878048780487805, 0, 2.4477611940298507, 2.4347826086956523, 1.8425871701935708
Victor Olofsson, 2.298449612403101, 0, 2.3125, 2.366412213740458, 1.7443404565358898
Jordan Greenway, 1.3900293255131966, 0, 1.2391304347826086, 1.425, 1.0135399400739513
Kale Clague, 0.8444444444444444, 0, 0.875, 0.8958333333333334, 0.6538194444444445
Tyson Jost, 1.5604938271604938, 0, 1.7435897435897436, 1.5990338164251208, 1.2257793467938396
Riley Stillman, 1.0, 0, 0.5862068965517241, 1.0135135135135136, 0.6499301025163094
Tage Thompson, 2.647457627118644, 0, 2.192982456140351, 2.8562091503267975, 1.9241623083964483
Casey Mittelstadt, 1.550561797752809, 0, 1.7017543859649122, 1.618320610687023, 1.217659198601186
Henri Jokiharju, 1.2889733840304183, 0, 1.2162162162162162, 1.303030303030303, 0.9520549758192343
Ukko-Pekka Luukkonen, 28.644444444444446, 0, 25.857142857142858, 25.72, 20.055396825396826
Jacob Bryson, 0.5602409638554217, 0, 0.6388888888888888, 0.5925925925925926, 0.44793061133422574
Mattias Samuelsson, 0.7142857142857143, 0, 0, 0.375, 0.2723214285714286
Rasmus Dahlin, 2.1333333333333333, 0, 1.935483870967742, 2.0919540229885056, 1.5401928068223951
Ilya Lyubushkin, 0.724907063197026, 0, 0.813953488372093, 0.7164179104477612, 0.56381961550422
Peyton Krebs, 0.992, 0, 1.2592592592592593, 0.921875, 0.7932835648148149
Dylan Cozens, 2.136125654450262, 0, 1.763157894736842, 2.1914893617021276, 1.522693227722308
Jack Quinn, 1.6567164179104477, 0, 1.7692307692307692, 1.9428571428571428, 1.34220108249959
Owen Power, 1.5974025974025974, 0, 1.5384615384615385, 1.7073170731707317, 1.2107953022587168
Oliver Wahlstrom, 2.049689440993789, 2.5833333333333335, 2.032258064516129, 1.9230769230769231, 2.1470894404800434
Zach Parise, 3.051809210526316, 2.6470588235294117, 2.982532751091703, 3.0618892508143323, 2.935822508990441
Cal Clutterbuck, 1.635523613963039, 1.2285714285714286, 1.6324324324324324, 1.7641129032258065, 1.5651600945481765
Semyon Varlamov, 1.5714285714285714, 1.0, 2.0, 1.4482758620689655, 1.5049261083743841
Josh Bailey, 1.5080568720379146, 1.4754098360655739, 1.625, 1.5781544256120528, 1.5466552834288854
Matt Martin, 0.6973684210526315, 0.0, 0.85, 0.7142857142857143, 0.5654135338345865
Kyle Palmieri, 2.3873626373626373, 2.5, 2.4834437086092715, 2.3011049723756907, 2.4179778295869
Casey Cizikas, 1.2238805970149254, 1.3333333333333333, 1.1884057971014492, 1.2553763440860215, 1.2502490178839323
Anders Lee, 2.5104477611940297, 2.5428571428571427, 2.4, 2.688622754491018, 2.5354819146355476
Brock Nelson, 2.2053333333333334, 2.2439024390243905, 2.18796992481203, 2.334224598930481, 2.242857574025059
Jean-Gabriel Pageau, 1.8105095541401275, 1.8333333333333333, 1.9145299145299146, 1.8927444794952681, 1.8627793203746608
Scott Mayfield, 1.361904761904762, 1.1153846153846154, 1.2727272727272727, 1.380952380952381, 1.2827422577422576
Adam Pelech, 1.3179723502304148, 1.565217391304348, 1.4186046511627908, 1.3534883720930233, 1.4138206911976443
Hudson Fasching, 1.0, 1.0, 1.3181818181818181, 1.1666666666666667, 1.1212121212121213
Bo Horvat, 2.339035769828927, 2.1333333333333333, 2.3728813559322033, 2.4049844236760123, 2.3125587206926186
Ryan Pulock, 2.130952380952381, 2.409090909090909, 2.4767441860465116, 2.1921182266009853, 2.3022264256726968
Ilya Sorokin, 27.625, 27.75, 26.434782608695652, 27.065573770491802, 27.218839094796863
Pierre Engvall, 1.7033898305084745, 1.5714285714285714, 1.619047619047619, 1.75, 1.6609665052461664
Mathew Barzal, 2.2714285714285714, 2.0416666666666665, 2.0806451612903225, 2.3649289099526065, 2.1896673273345417
Parker Wotherspoon, 0.8333333333333334, 0, 0, 1.0, 0.45833333333333337
Sebastian Aho, 2.805500982318271, 2.1904761904761907, 2.65625, 2.767716535433071, 2.604985927056883
Noah Dobson, 2.108695652173913, 1.0, 2.189189189189189, 2.358974358974359, 1.9142148000843653
Alexander Romanov, 1.3300970873786409, 1.4, 1.5135135135135136, 1.2815533980582525, 1.3812909997376017
Samuel Bolduc, 1.3333333333333333, 0, 2.0, 1.0, 1.0833333333333333
Simon Holmstrom, 0.7727272727272727, 0.0, 1.125, 1.0, 0.7244318181818181
Gustav Nyquist, 2.18, 0.0, 2.32, 2.171830985915493, 1.6679577464788733
Marc-Andre Fleury, 26.017329255861366, 27.6, 25.624309392265193, 25.92090395480226, 26.290635650732202
Alex Goligoski, 1.5245901639344261, 0.5, 1.675392670157068, 1.6233009708737864, 1.33082095124132
Ryan Reaves, 0.6695121951219513, 0.0, 0.6547619047619048, 0.6722488038277512, 0.4991307259279018
Jared Spurgeon, 1.6635071090047393, 0.8, 1.5515151515151515, 1.713953488372093, 1.432243937222996
Marcus Johansson, 0.8222222222222222, 0, 1.1666666666666667, 0.84, 0.7072222222222222
Marcus Foligno, 1.1798365122615804, 0.3333333333333333, 1.1496598639455782, 1.2520325203252032, 0.9787155574664237
Mats Zuccarello, 2.0869565217391304, 1.75, 1.9785714285714286, 2.143603133159269, 1.989782770867457
Jon Merrill, 0.8311688311688312, 0.2, 0.8584070796460177, 0.9184397163120568, 0.7020039067817264
John Klingberg, 1.9836333878887071, 1.5, 2.240740740740741, 2.036184210526316, 1.9401395847889409
Jonas Brodin, 1.2779291553133516, 1.4, 1.3172413793103448, 1.2595628415300546, 1.3136833440384377
Matt Dumba, 1.8779661016949152, 1.5, 2.0, 1.9090909090909092, 1.8217642526964561
Oskar Sundqvist, 1.2685714285714285, 1.0, 1.0724637681159421, 1.3045977011494252, 1.161408224459199
Ryan Hartman, 2.0281124497991967, 3.0, 2.1123595505617976, 2.024193548387097, 2.291166387187023
Frederick Gaudreau, 1.3492063492063493, 1.0, 1.4285714285714286, 1.2540983606557377, 1.257969034608379
Jake Middleton, 1.0466666666666666, 0.6, 1.0833333333333333, 1.0, 0.9324999999999999
Joel Eriksson Ek, 25.0, 0, 0, 0, 6.25
Kirill Kaprizov, 3.462686567164179, 3.2, 3.5833333333333335, 3.764705882352941, 3.5026814457126134
Sam Steel, 1.1875, 0.25, 1.2820512820512822, 1.2755905511811023, 0.9987854583080961
Filip Gustavsson, 27.40983606557377, 0, 25.454545454545453, 26.43243243243243, 19.824203488137915
Brandon Duhaime, 1.2601626016260163, 0.3333333333333333, 1.2380952380952381, 1.2380952380952381, 1.0174216027874565
Mason Shaw, 1.6440677966101696, 2.5, 1.7692307692307692, 1.5333333333333334, 1.861657974793568
Calen Addison, 1.2179487179487178, 1.0, 1.1428571428571428, 1.2972972972972974, 1.1645257895257894
Connor Dewar, 1.1214953271028036, 1.0, 1.0526315789473684, 1.0392156862745099, 1.0533356480811704
Matt Boldy, 2.8916666666666666, 2.3333333333333335, 2.5357142857142856, 2.59375, 2.5886160714285715
Adam Henrique, 1.8763636363636365, 1.6666666666666667, 1.7564102564102564, 1.924390243902439, 1.8059577008357497
Anthony Stolarz, 25.34567901234568, 0, 24.7, 25.28125, 18.83173225308642
Urho Vaakanainen, 1.0735294117647058, 1.0, 1.0, 1.0625, 1.0340073529411764
Jamie Drysdale, 1.5309734513274336, 1.1666666666666667, 1.4210526315789473, 1.6481481481481481, 1.441710224430299
Kevin Shattenkirk, 2.0340136054421767, 2.2195121951219514, 2.0816326530612246, 2.0044642857142856, 2.0849056848349097
Derek Grant, 1.3636363636363635, 0.95, 1.5, 1.4059405940594059, 1.3048942394239424
Jakob Silfverberg, 2.3575342465753426, 2.272727272727273, 2.5319148936170213, 2.552278820375335, 2.428613808323743
Cam Fowler, 1.6119909502262444, 1.564102564102564, 1.6024096385542168, 1.7392290249433107, 1.629433044456584
Sam Carrick, 1.2075471698113207, 1.1428571428571428, 0.9615384615384616, 1.1466666666666667, 1.114652360218398
John Gibson, 0.9583333333333334, 2.5, 0.6666666666666666, 1.0526315789473684, 1.294407894736842
Scott Harrington, 0.784, 0.4, 0.6774193548387096, 0.8346456692913385, 0.674016256032512
Ryan Strome, 1.9236311239193085, 2.411764705882353, 1.9846153846153847, 1.9540229885057472, 2.0685085507306984
Nathan Beaulieu, 1.1209503239740821, 1.3636363636363635, 1.1923076923076923, 1.0772357723577235, 1.1885325380689653
Brock McGinn, 1.5031315240083507, 1.3, 1.44, 1.575, 1.4545328810020879
Jayson Megna, 0.9849246231155779, 1.4, 1.3181818181818181, 0.9902912621359223, 1.1733494258583295
Frank Vatrano, 2.488372093023256, 2.9, 2.5, 2.5778688524590163, 2.616560236370568
Colton White, 0.875784190715182, 0.8571428571428571, 0.965034965034965, 0.7880299251870324, 0.871497984520009
Troy Terry, 1.9851851851851852, 1.8, 1.6296296296296295, 1.8778625954198473, 1.8231693525586654
Max Jones, 0.5188679245283019, 1.0, 0.7, 0.5769230769230769, 0.6989477503628447
Max Comtois, 1.4215686274509804, 1.1666666666666667, 1.4324324324324325, 1.4343434343434343, 1.3637527902233786
Isac Lundestrom, 1.0344827586206897, 0.875, 1.025, 1.121212121212121, 1.0139237199582027
Lukas Dostal, 31.0, 0, 29.75, 34.57142857142857, 23.830357142857142
Simon Benoit, 0.9453125, 0.0, 1.0434782608695652, 0.9558823529411765, 0.7361682784526854
Brett Leason, 1.0459770114942528, 0, 0.8, 1.0217391304347827, 0.7169290354822588
Trevor Zegras, 2.36046511627907, 1.6, 2.5135135135135136, 2.552941176470588, 2.256729951565793
Nikita Nesterenko, 1.1588235294117648, 1.4, 1.2413793103448276, 1.1733333333333333, 1.2433840432724814
Mason McTavish, 1.9753086419753085, 3.0, 1.5833333333333333, 2.1904761904761907, 2.187279541446208
Zack Kassian, 1.2072617246596067, 2.0714285714285716, 1.1056910569105691, 1.2029411764705882, 1.3968306323673338
Patrik Nemeth, 0.9657258064516129, 0.6, 0.9174311926605505, 1.0909090909090908, 0.8935165225053135
Travis Boyd, 0.9372693726937269, 0.8, 0.7058823529411765, 0.9925925925925926, 0.858936079556874
Brett Ritchie, 1.6161879895561357, 1.5454545454545454, 1.8488372093023255, 1.5678391959798994, 1.6445797350732265
Liam O'Brien, 0.7913043478260869, 0.75, 1.0, 0.8541666666666666, 0.8488677536231883
Josh Brown, 0.8008658008658008, 0.14285714285714285, 1.0256410256410255, 0.8, 0.6923409923409923
Laurent Dauphin, 1.2247191011235956, 2.0, 1.0, 1.4146341463414633, 1.4098383118662645
Nick Schmaltz, 1.6172248803827751, 1.3333333333333333, 1.8055555555555556, 1.648780487804878, 1.6012235642691355
Christian Fischer, 1.5372750642673523, 1.3846153846153846, 1.4545454545454546, 1.4564102564102563, 1.458211539959612
Lawson Crouse, 1.6159420289855073, 0.875, 1.7333333333333334, 1.697560975609756, 1.480459084482149
Karel Vejmelka, 29.622448979591837, 28.0, 32.86666666666667, 30.106382978723403, 30.14887465624548
Connor Ingram, 31.79310344827586, 26.333333333333332, 36.4, 33.63636363636363, 32.040700104493204
Clayton Keller, 2.508083140877598, 2.0, 2.3164556962025316, 2.6824644549763033, 2.3767508230141083
Juuso Valimaki, 1.2781456953642385, 1.0714285714285714, 1.5, 1.3582089552238805, 1.3019458055041726
Barrett Hayton, 1.658682634730539, 0.6666666666666666, 1.8275862068965518, 1.6626506024096386, 1.453896527675849
Jack McBain, 0.1111111111111111, 0, 0, 0.16666666666666666, 0.06944444444444445
Michael Kesselring, 1.1428571428571428, 0.0, 1.1428571428571428, 1.25, 0.8839285714285714
Ivan Prosvetov, 25.88888888888889, 0, 30.75, 33.333333333333336, 22.493055555555557
Victor Soderstrom, 1.048780487804878, 0.0, 1.5384615384615385, 1.1904761904761905, 0.9444295541856518
Matias Maccelli, 0.8461538461538461, 1.0, 0.6666666666666666, 0.8823529411764706, 0.8487933634992458
Connor Mackey, 0.8, 1.5, 0.7272727272727273, 0.7058823529411765, 0.933288770053476
Milos Kelemen, 0.4, 0.0, 0.25, 0.6666666666666666, 0.32916666666666666
Patric Hornqvist, 3.130965593784684, 3.5217391304347827, 3.3157894736842106, 3.0514541387024607, 3.2549870841515345
Spencer Knight, 25.45614035087719, 26.666666666666668, 25.857142857142858, 24.142857142857142, 25.530701754385966
Eric Staal, 2.971976401179941, 2.890909090909091, 3.036734693877551, 2.953800298062593, 2.963355121007294
Marc Staal, 1.0521978021978022, 1.5128205128205128, 1.015228426395939, 1.0111317254174397, 1.1478446167079235
